Zustand Uhrzeit: 10:00:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:58:23: STR 0 | EIN 3 | BAU 1 | PAR 5 [STA 10] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:58:24: STR 0 | EIN 3 | BAU 0 | PAR 5 [STA 9] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:01:30: STR 0 | EIN 3 | BAU 0 | PAR 5 [STA 9] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:31: STR 0 | EIN 3 | BAU 1 | PAR 5 [STA 9] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:32: STR 0 | EIN 3 | BAU 2 | PAR 5 [STA 9] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:33: STR 0 | EIN 3 | BAU 3 | PAR 5 [STA 9] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:34: STR 0 | EIN 3 | BAU 4 | PAR 5 [STA 9] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:51: STR 0 | EIN 3 | BAU 3 | PAR 5 [STA 9] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:52: STR 0 | EIN 3 | BAU 2 | PAR 5 [STA 9] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:53: STR 0 | EIN 3 | BAU 1 | PAR 5 [STA 9] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:54: STR 0 | EIN 3 | BAU 0 | PAR 5 [STA 9] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:13:15: STR 0 | EIN 3 | BAU 0 | PAR 4 [STA 9] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:13:16: STR 0 | EIN 3 | BAU 1 | PAR 4 [STA 9] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:16:36: STR 0 | EIN 3 | BAU 0 | PAR 4 [STA 9] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:13:26: STR 0 | EIN 3 | BAU 0 | PAR 4 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:13:27: STR 0 | EIN 2 | BAU 1 | PAR 4 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:13:28: STR 0 | EIN 1 | BAU 2 | PAR 4 [STA 9] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:16:47: STR 0 | EIN 1 | BAU 1 | PAR 5 [STA 8] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:16:48: STR 0 | EIN 1 | BAU 0 | PAR 5 [STA 7] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:13:38: STR 0 | EIN 1 | BAU 0 | PAR 5 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:30:00: STR 0 | EIN 1 | BAU 0 | PAR 4 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:27:44: STR 0 | EIN 1 | BAU 1 | PAR 3 [STA 7] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:44: STR 0 | EIN 1 | BAU 2 | PAR 2 [STA 7] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:45: STR 0 | EIN 1 | BAU 3 | PAR 2 [STA 7] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:46: STR 0 | EIN 1 | BAU 4 | PAR 2 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:47: STR 0 | EIN 1 | BAU 5 | PAR 2 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:23:21: STR 0 | EIN 1 | BAU 5 | PAR 1 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:31:04: STR 0 | EIN 1 | BAU 4 | PAR 1 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:03:04: STR 0 | EIN 1 | BAU 4 | PAR 1 [STA 7] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:03:05: STR 0 | EIN 1 | BAU 4 | PAR 1 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:03:06: STR 0 | EIN 1 | BAU 3 | PAR 1 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:03:07: STR 0 | EIN 1 | BAU 2 | PAR 1 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:06:24: STR 0 | EIN 1 | BAU 1 | PAR 1 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:06:25: STR 0 | EIN 1 | BAU 0 | PAR 1 [STA 7] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:36:03: STR 0 | EIN 1 | BAU 0 | PAR 0 [STA 7] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:36:13: STR 0 | EIN 1 | BAU 0 | PAR 0 [STA 7] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:36:14: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 7] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:39:34: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 6] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:39:44: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 6] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:39:45: STR 0 | EIN 0 | BAU 1 | PAR 1 [STA 6] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:43:05: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 6] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:56:37: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 6] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:56:38: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 6] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:59:58: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 6] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:01:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:01:18: STR 29 | EIN 1 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:01:19: STR 29 | EIN 0 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:01:33: STR 28 | EIN 1 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:02:17: STR 27 | EIN 2 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:02:23: STR 26 | EIN 3 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:03:40: STR 25 | EIN 4 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:39: STR 25 | EIN 4 | BAU 0 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:40: STR 25 | EIN 3 | BAU 1 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:41: STR 25 | EIN 2 | BAU 2 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:42: STR 25 | EIN 1 | BAU 3 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:43: STR 25 | EIN 0 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:58: STR 24 | EIN 1 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:05:20: STR 23 | EIN 2 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:05:24: STR 22 | EIN 3 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:05:29: STR 21 | EIN 4 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:06:39: STR 20 | EIN 5 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:07:59: STR 19 | EIN 6 | BAU 4 | PAR 1 [STA 29] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:08:00: STR 19 | EIN 6 | BAU 3 | PAR 2 [STA 28] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:08:01: STR 19 | EIN 6 | BAU 2 | PAR 3 [STA 27] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:08:02: STR 19 | EIN 6 | BAU 1 | PAR 4 [STA 26] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:08:03: STR 19 | EIN 6 | BAU 0 | PAR 5 [STA 25] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:05:08: STR 19 | EIN 6 | BAU 0 | PAR 5 [STA 25] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:09:11: STR 18 | EIN 7 | BAU 0 | PAR 5 [STA 25] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:09:44: STR 17 | EIN 8 | BAU 0 | PAR 5 [STA 25] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:12:15: STR 17 | EIN 8 | BAU 0 | PAR 4 [STA 25] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:11:45: STR 17 | EIN 8 | BAU 1 | PAR 3 [STA 25] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:12:56: STR 16 | EIN 9 | BAU 1 | PAR 3 [STA 25] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:13:59: STR 15 | EIN 10 | BAU 1 | PAR 3 [STA 25] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:15:05: STR 15 | EIN 10 | BAU 0 | PAR 3 [STA 25] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:11:55: STR 15 | EIN 10 | BAU 0 | PAR 3 [STA 25] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:11:56: STR 15 | EIN 9 | BAU 1 | PAR 3 [STA 25] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:11:57: STR 15 | EIN 8 | BAU 2 | PAR 3 [STA 25] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:11:58: STR 15 | EIN 7 | BAU 3 | PAR 3 [STA 25] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:15:16: STR 15 | EIN 7 | BAU 2 | PAR 4 [STA 24] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:15:17: STR 15 | EIN 7 | BAU 1 | PAR 5 [STA 23] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:15:18: STR 15 | EIN 7 | BAU 0 | PAR 5 [STA 22] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:12:08: STR 15 | EIN 7 | BAU 0 | PAR 5 [STA 22] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:12:09: STR 15 | EIN 7 | BAU 1 | PAR 5 [STA 22] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:12:10: STR 15 | EIN 7 | BAU 2 | PAR 5 [STA 22] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:15:29: STR 15 | EIN 7 | BAU 1 | PAR 5 [STA 22] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:15:30: STR 15 | EIN 7 | BAU 0 | PAR 5 [STA 22] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:16:42: STR 14 | EIN 8 | BAU 0 | PAR 5 [STA 22] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:17:50: STR 13 | EIN 9 | BAU 0 | PAR 5 [STA 22] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:23:10: STR 12 | EIN 10 | BAU 0 | PAR 5 [STA 22] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:33:48: STR 12 | EIN 10 | BAU 0 | PAR 4 [STA 22] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:12:20: STR 12 | EIN 10 | BAU 1 | PAR 3 [STA 22] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:15:40: STR 12 | EIN 10 | BAU 0 | PAR 3 [STA 22] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:12:30: STR 12 | EIN 10 | BAU 0 | PAR 3 [STA 22] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:31: STR 12 | EIN 9 | BAU 1 | PAR 3 [STA 22] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:32: STR 12 | EIN 8 | BAU 2 | PAR 3 [STA 22] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:33: STR 12 | EIN 7 | BAU 3 | PAR 3 [STA 22] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:15:51: STR 12 | EIN 7 | BAU 2 | PAR 4 [STA 21] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:15:52: STR 12 | EIN 7 | BAU 1 | PAR 5 [STA 20] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:15:53: STR 12 | EIN 7 | BAU 0 | PAR 5 [STA 19] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:12:43: STR 12 | EIN 7 | BAU 0 | PAR 5 [STA 19] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:12:44: STR 12 | EIN 7 | BAU 1 | PAR 5 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:12:45: STR 12 | EIN 7 | BAU 2 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:16:04: STR 12 | EIN 7 | BAU 1 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:16:05: STR 12 | EIN 7 | BAU 0 | PAR 5 [STA 19] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:20:55: STR 12 | EIN 7 | BAU 0 | PAR 4 [STA 19] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:17:46: STR 12 | EIN 7 | BAU 1 | PAR 3 [STA 19] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:21:06: STR 12 | EIN 7 | BAU 0 | PAR 3 [STA 19] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:17:56: STR 12 | EIN 7 | BAU 0 | PAR 3 [STA 19] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:17:57: STR 12 | EIN 6 | BAU 1 | PAR 3 [STA 19] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:17:58: STR 12 | EIN 5 | BAU 2 | PAR 3 [STA 19] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:17:59: STR 12 | EIN 4 | BAU 3 | PAR 3 [STA 19] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:17: STR 12 | EIN 4 | BAU 2 | PAR 4 [STA 18] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:18: STR 12 | EIN 4 | BAU 1 | PAR 5 [STA 17] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:19: STR 12 | EIN 4 | BAU 0 | PAR 5 [STA 16] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:18:09: STR 12 | EIN 4 | BAU 0 | PAR 5 [STA 16] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:10: STR 12 | EIN 4 | BAU 1 | PAR 5 [STA 16] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:11: STR 12 | EIN 4 | BAU 2 | PAR 5 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:30: STR 12 | EIN 4 | BAU 1 | PAR 5 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:31: STR 12 | EIN 4 | BAU 0 | PAR 5 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:23:19: STR 11 | EIN 5 | BAU 0 | PAR 5 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:30:19: STR 10 | EIN 6 | BAU 0 | PAR 5 [STA 16] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:30:38: STR 10 | EIN 6 | BAU 0 | PAR 4 [STA 16] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:13: STR 10 | EIN 6 | BAU 1 | PAR 3 [STA 16] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:21:33: STR 10 | EIN 6 | BAU 0 | PAR 3 [STA 16] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:18:23: STR 10 | EIN 6 | BAU 0 | PAR 3 [STA 16] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:18:24: STR 10 | EIN 5 | BAU 1 | PAR 3 [STA 16] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:18:25: STR 10 | EIN 4 | BAU 2 | PAR 3 [STA 16] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:18:26: STR 10 | EIN 3 | BAU 3 | PAR 3 [STA 16] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:44: STR 10 | EIN 3 | BAU 2 | PAR 4 [STA 15] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:45: STR 10 | EIN 3 | BAU 1 | PAR 5 [STA 14] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:21:46: STR 10 | EIN 3 | BAU 0 | PAR 5 [STA 13] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:18:36: STR 10 | EIN 3 | BAU 0 | PAR 5 [STA 13] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:37: STR 10 | EIN 3 | BAU 1 | PAR 5 [STA 13] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:18:38: STR 10 | EIN 3 | BAU 2 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:57: STR 10 | EIN 3 | BAU 1 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:21:58: STR 10 | EIN 3 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:31:24: STR 9 | EIN 4 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:33:52: STR 8 | EIN 5 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:36:16: STR 7 | EIN 6 | BAU 0 | PAR 5 [STA 13] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:39:28: STR 7 | EIN 6 | BAU 0 | PAR 4 [STA 13] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:38:11: STR 7 | EIN 6 | BAU 1 | PAR 3 [STA 13] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:28:01: STR 7 | EIN 6 | BAU 1 | PAR 2 [STA 13] | AUS 3 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:34:19: STR 7 | EIN 6 | BAU 1 | PAR 1 [STA 13] | AUS 4 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:41:09: STR 6 | EIN 7 | BAU 1 | PAR 1 [STA 13] | AUS 4 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:41:31: STR 6 | EIN 7 | BAU 0 | PAR 1 [STA 13] | AUS 4 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:38:21: STR 6 | EIN 7 | BAU 0 | PAR 1 [STA 13] | AUS 4 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:38:22: STR 6 | EIN 6 | BAU 1 | PAR 1 [STA 13] | AUS 4 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:38:23: STR 6 | EIN 5 | BAU 2 | PAR 1 [STA 13] | AUS 4 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:38:24: STR 6 | EIN 4 | BAU 3 | PAR 1 [STA 13] | AUS 4 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
